Date, Close/Last, Volume, Open, High, Low
07/20/2017, 2473.45, 0, 2475.56, 2477.62, 2468.43
07/20/2016, 2173.02, 0, 2166.1, 2175.63, 2164.89
07/20/2015, 2128.28, 0, 2126.85, 2132.82, 2123.65
07/19/2019, 2976.61, 0, 3004.26, 3006.02, 2975.86
07/19/2018, 2804.49, 0, 2809.37, 2812.05, 2799.77
07/19/2017, 2473.83, 0, 2463.85, 2473.83, 2463.85
07/19/2016, 2163.78, 0, 2163.79, 2164.63, 2159.01
07/18/2019, 2995.11, 0, 2978.87, 2998.28, 2973.09
07/18/2018, 2815.62, 0, 2811.35, 2816.76, 2805.89
07/18/2017, 2460.61, 0, 2455.88, 2460.92, 2450.34
07/18/2016, 2166.89, 0, 2162.04, 2168.35, 2159.63
07/17/2019, 2984.42, 0, 3005.1, 3005.26, 2984.25
07/17/2018, 2809.55, 0, 2789.34, 2814.19, 2789.24
07/17/2017, 2459.14, 0, 2459.5, 2462.82, 2457.16
07/17/2015, 2126.64, 0, 2126.8, 2128.91, 2119.88
07/16/2019, 3004.04, 0, 3012.13, 3015.02, 3001.15
07/16/2018, 2798.43, 0, 2801.43, 2803.71, 2793.39
07/16/2015, 2124.29, 0, 2110.55, 2124.42, 2110.55
07/15/2019, 3014.3, 0, 3017.8, 3017.8, 3008.77
07/15/2016, 2161.74, 0, 2165.13, 2169.05, 2155.79
07/15/2015, 2107.4, 0, 2109.01, 2114.14, 2102.49
07/14/2017, 2459.27, 0, 2449.16, 2463.54, 2446.69
07/14/2016, 2163.75, 0, 2157.88, 2168.99, 2157.88
07/14/2015, 2108.95, 0, 2099.72, 2111.98, 2098.18
07/13/2018, 2801.31, 0, 2796.93, 2804.53, 2791.69
07/13/2017, 2447.83, 0, 2444.99, 2449.32, 2441.69
07/13/2016, 2152.43, 0, 2153.81, 2156.45, 2146.21
07/13/2015, 2099.6, 0, 2080.03, 2100.67, 2080.03
07/12/2019, 3013.77, 0, 3003.36, 3013.92, 3001.87
07/12/2018, 2798.29, 0, 2783.14, 2799.22, 2781.53
07/12/2017, 2443.25, 0, 2435.75, 2445.76, 2435.75
07/12/2016, 2152.14, 0, 2139.5, 2155.4, 2139.5
07/11/2019, 2999.91, 0, 2999.62, 3002.33, 2988.8
07/11/2018, 2774.02, 0, 2779.82, 2785.91, 2770.77
07/11/2017, 2425.53, 0, 2427.35, 2429.3, 2412.79
07/11/2016, 2137.16, 0, 2131.72, 2143.16, 2131.72
07/10/2019, 2993.07, 0, 2989.3, 3002.98, 2984.62
07/10/2018, 2793.84, 0, 2788.56, 2795.58, 2786.24
07/10/2017, 2427.43, 0, 2424.51, 2432, 2422.27
07/10/2015, 2076.62, 0, 2052.74, 2081.31, 2052.74
07/09/2019, 2979.63, 0, 2965.52, 2981.9, 2963.44
07/09/2018, 2784.17, 0, 2768.51, 2784.65, 2768.51
07/09/2015, 2051.31, 0, 2049.73, 2074.28, 2049.73
07/08/2019, 2975.95, 0, 2979.77, 2980.76, 2970.09
07/08/2016, 2129.9, 0, 2106.97, 2131.71, 2106.97
07/08/2015, 2046.68, 0, 2077.66, 2077.66, 2044.66
07/07/2017, 2425.18, 0, 2413.52, 2426.92, 2413.52
07/07/2016, 2097.9, 0, 2100.42, 2109.08, 2089.39
07/07/2015, 2081.34, 0, 2069.52, 2083.74, 2044.02
07/06/2018, 2759.82, 0, 2737.68, 2764.41, 2733.52
07/06/2017, 2409.75, 0, 2423.44, 2424.28, 2407.7
07/06/2016, 2099.73, 0, 2084.43, 2100.72, 2074.02
07/06/2015, 2068.76, 0, 2073.95, 2078.61, 2058.4
07/05/2019, 2990.41, 0, 2984.25, 2994.03, 2967.97
07/05/2018, 2736.61, 0, 2724.19, 2737.83, 2716.02
07/05/2017, 2432.54, 0, 2430.78, 2434.9, 2422.05
07/05/2016, 2088.55, 0, 2095.05, 2095.05, 2080.86
07/03/2019, 2995.82, 0, 2978.08, 2995.84, 2977.96
07/03/2018, 2713.22, 0, 2733.27, 2736.58, 2711.16
07/03/2017, 2429.01, 0, 2431.39, 2439.17, 2428.69
07/02/2019, 2973.01, 0, 2964.66, 2973.21, 2955.92
07/02/2018, 2726.71, 0, 2704.95, 2727.26, 2698.95
07/02/2015, 2076.78, 0, 2078.03, 2085.06, 2071.02
07/01/2019, 2964.33, 0, 2971.41, 2977.93, 2952.22
07/01/2016, 2102.95, 0, 2099.34, 2108.71, 2097.9
07/01/2015, 2077.42, 0, 2067, 2082.78, 2067
06/30/2017, 2423.41, 0, 2429.2, 2432.71, 2421.65
06/30/2016, 2098.86, 0, 2073.17, 2098.94, 2070
06/30/2015, 2063.11, 0, 2061.19, 2074.28, 2056.32
06/29/2018, 2718.37, 0, 2727.13, 2743.26, 2718.03
